Predicted Spread,Actual Spread,Spread Profit,Away ML,Home ML,ML Profit,Over/Under,Over/Under Profit
10,22,0,850,-1500,0.666666667,214.5,9.090909091
0,10,0,145,-170,5.882352941,218,
5,9,0,200,-250,4,227.5,
9,-19,0,300,-400,-10,223.5,
0,-15,0,-250,200,4,222,9.090909091
4,17,0,290,-380,2.631578947,206,9.090909091
6,5,0,190,-240,4.166666667,233.5,
7,7,0,240,-300,3.333333333,229,9.090909091
-6,-10,0,-2500,1100,0.4,231,9.090909091
6,6,0,140,-160,6.25,218.5,9.090909091
10,13,0,400,-550,1.818181818,220,
3,-9,0,-135,115,-10,230,
6,-11,0,700,-1100,-10,225.5,
-3,-9,0,-135,115,7.407407407,222,
4,-5,0,125,-145,-10,235.5,9.090909091
6,15,0,950,-1800,0.555555556,211,9.090909091
-6,9,0,-115,-105,-10,212,
10,-20,0,220,-270,-10,223,9.090909091
-2,-5,0,-2000,1000,0.5,216.5,
3,20,0,275,-350,2.857142857,221.5,9.090909091
5,-16,0,-120,100,-10,224,
3,1,0,-155,135,13.5,219.5,9.090909091
9,2,0,900,-1600,0.625,222,9.090909091
4,23,0,260,-330,3.03030303,234,
7,13,0,350,-450,2.222222222,228.5,9.090909091
-6,-13,0,-800,550,1.25,229.5,9.090909091
1,3,0,100,-120,8.333333333,209.5,
7,16,0,425,-600,1.666666667,212,
0,9,0,200,-250,-10,220,
9,16,0,550,-800,1.25,221,
1,9,0,190,-240,4.166666667,217.5,9.090909091
3,10,0,145,-170,5.882352941,228.5,
6,9,0,170,-200,5,231,
5,2,0,450,-650,1.538461538,226.5,
1,4,0,-250,200,20,236,9.090909091
9,7,0,350,-450,2.222222222,228,9.090909091
-4,-1,0,-320,255,3.125,208,9.090909091
7,-30,0,160,-190,-10,225,9.090909091
5,-3,0,240,-300,-10,226,
8,8,0,145,-170,5.882352941,211,9.090909091
3,12,0,100,-120,8.333333333,203.5,
-1,-9,0,-350,275,2.857142857,219.5,
4,-11,0,135,-155,-10,207,9.090909091
3,2,0,275,-350,2.857142857,229.5,
-2,-9,0,-190,160,5.263157895,219,
7,27,0,300,-400,2.5,228,
2,10,0,-180,150,15,232,
-2,-15,0,-650,450,1.538461538,222.5,
0,22,0,-130,110,-10,233,9.090909091
4,9,0,400,-550,1.818181818,232.5,
6,-15,0,267,-330,-10,224,9.090909091
2,9,0,-200,170,17,237,
1,38,0,155,-180,5.555555556,215,
5,-14,0,-160,140,-10,230.5,9.090909091
1,13,0,100,-120,8.333333333,219,9.090909091
5,2,0,700,-1100,0.909090909,239,
1,5,0,-150,130,13,233,9.090909091
7,1,0,210,-260,3.846153846,228,9.090909091
8,4,0,190,-240,4.166666667,218,
5,-3,0,-190,160,-10,223,
3,13,0,180,-220,4.545454545,230,
3,-10,0,-330,260,-10,217,9.090909091
0,15,0,180,-220,-10,220,9.090909091
-4,-6,0,-155,135,6.451612903,214,
0,-11,0,-170,145,5.882352941,219.5,9.090909091
7,1,0,170,-200,5,226,
4,-1,0,290,-380,-10,217,
5,3,0,300,-400,2.5,227,
6,8,0,130,-150,6.666666667,233,9.090909091
-2,10,0,-650,450,-10,221,
3,-2,0,135,-155,-10,226.5,
4,5,0,110,-130,7.692307692,202.5,9.090909091
6,-6,0,575,-850,-10,234.5,9.090909091
0,-23,0,140,-160,-10,205.5,9.090909091
8,12,0,750,-1200,0.833333333,230,
3,13,0,-270,220,22,233,
3,-3,0,200,-250,-10,238.5,9.090909091
7,-15,0,110,-130,-10,229.5,
5,16,0,575,-850,1.176470588,213.5,9.090909091
7,-7,0,-110,-110,-10,221.5,9.090909091
6,27,0,375,-500,2,232,9.090909091
0,12,0,-500,375,-10,221.5,
7,-15,0,250,-310,-10,219,
4,16,0,100,-120,8.333333333,231,9.090909091
-5,-11,0,-380,290,2.631578947,228.5,9.090909091
-1,-11,0,-425,325,2.352941176,233.5,9.090909091
0,-13,0,-500,375,2,221.5,
2,4,0,115,-135,7.407407407,212.5,9.090909091
7,8,0,700,-1100,0.909090909,232,9.090909091
6,9,0,145,-170,5.882352941,224,
-6,5,0,-220,180,-10,220,9.090909091
1,-3,0,290,-380,-10,214,
1,7,0,145,-170,5.882352941,236,9.090909091
4,-1,0,-140,120,-10,238,9.090909091
3,9,0,142,-165,6.060606061,237,9.090909091
1,5,0,-330,260,26,214,9.090909091
5,23,0,142,-165,6.060606061,226,9.090909091
3,8,0,-210,175,17.5,236,
6,-5,0,120,-140,-10,227,9.090909091
3,-9,0,180,-220,-10,236.5,
3,-5,0,-220,180,-10,228,
3,9,0,-115,-105,9.523809524,216.5,
0,6,0,230,-280,-10,238.5,
0,-2,0,135,-155,13.5,214.5,
-6,1,0,-425,325,-10,224.5,
0,-1,0,-280,230,-10,232,
5,12,0,155,-185,5.405405405,220.5,9.090909091
4,6,0,375,-500,2,228,9.090909091
6,-7,0,255,-320,-10,223.5,9.090909091
9,3,0,375,-500,2,218.5,9.090909091
1,7,0,140,-160,6.25,221.5,
4,-7,0,105,-125,-10,217.5,
5,-4,0,155,-185,-10,238.5,9.090909091
-5,7,0,-200,170,-10,226,9.090909091
7,-7,0,-115,-105,-10,231,
4,11,0,425,-600,1.666666667,231.5,9.090909091
5,-11,0,125,-145,-10,228.5,
-1,-11,0,-230,185,4.347826087,236.5,
-2,-14,0,-200,170,5,237,
5,-7,0,135,-155,-10,240,9.090909091
5,2,0,180,-220,4.545454545,228,
0,-36,0,-425,325,2.352941176,216.5,
7,-30,0,170,-200,-10,212,9.090909091
3,-8,0,800,-1400,-10,234,9.090909091
3,-5,0,135,-155,-10,210.5,9.090909091
0,29,0,110,-130,-10,220.5,9.090909091
0,-3,0,-210,175,-10,234.5,9.090909091
-2,9,0,-310,250,-10,232.5,9.090909091
1,14,0,170,-200,5,230,9.090909091
0,4,0,170,-200,-10,225,9.090909091
3,-11,0,110,-130,-10,226,9.090909091
-2,-5,0,150,-180,15,230.5,
4,-10,0,-135,115,-10,229,9.090909091
1,14,0,-260,210,21,215,9.090909091
0,5,0,-135,115,-10,219,
8,21,0,450,-650,1.538461538,230.5,
10,4,0,425,-600,1.666666667,219,9.090909091
6,14,0,-110,-110,9.090909091,239,
6,39,0,190,-240,4.166666667,224,9.090909091
3,-8,0,145,-170,-10,237.5,9.090909091
-1,1,0,375,-500,-10,225,
-4,9,0,-1400,800,-10,234.5,9.090909091
7,7,0,550,-800,1.25,231.5,9.090909091
4,1,0,105,-125,8,228,9.090909091
1,-3,0,400,-550,-10,230.5,9.090909091
6,-33,0,240,-300,-10,229.5,9.090909091
4,9,0,240,-300,3.333333333,220,9.090909091
-3,9,0,-240,190,-10,215.5,
1,11,0,-130,110,11,234,
8,8,0,160,-190,5.263157895,221,
3,-12,0,140,-160,-10,228,9.090909091
4,-7,0,-260,210,-10,232.5,9.090909091
9,6,0,400,-550,1.818181818,225.5,9.090909091
-2,1,0,-180,150,-10,227,9.090909091
5,-7,0,145,-170,-10,219.5,9.090909091
1,17,0,170,-200,5,224,
3,-16,0,-220,180,-10,228,9.090909091
6,-10,0,-210,175,-10,231.5,9.090909091
3,11,0,150,-180,5.555555556,225,9.090909091
3,-2,0,-130,110,-10,229,9.090909091
7,9,0,190,-240,4.166666667,231.5,
9,19,0,450,-650,1.538461538,222.5,
3,-8,0,145,-170,-10,234,
0,-8,0,-170,145,5.882352941,218,9.090909091
2,1,0,150,-180,5.555555556,234,9.090909091
8,17,0,230,-280,3.571428571,233,9.090909091
7,16,0,300,-400,2.5,231.5,9.090909091
2,8,0,110,-130,7.692307692,236,9.090909091
-2,10,0,-200,170,-10,213.5,
4,16,0,340,-440,2.272727273,213,
3,-23,0,-450,350,-10,232.5,9.090909091
1,5,0,240,-300,3.333333333,213.5,
4,-2,0,-200,170,-10,235,9.090909091
1,-13,0,-320,255,-10,226.5,
8,17,0,650,-1000,1,228,
3,5,0,240,-300,3.333333333,243,
-2,-8,0,-250,200,4,228,9.090909091
8,7,0,650,-1000,1,229.5,
2,12,0,100,-120,8.333333333,238.5,
0,-1,0,-450,350,2.222222222,223.5,9.090909091
5,23,0,350,-450,2.222222222,219,
9,-4,0,1500,-5000,-10,234.5,9.090909091
0,8,0,-110,-110,-10,207.5,9.090909091
-2,-21,0,105,-125,10.5,216.5,9.090909091
7,11,0,225,-275,3.636363636,227,9.090909091
7,17,0,225,-275,3.636363636,221,
0,7,0,-140,120,-10,227.5,9.090909091
6,28,0,110,-130,7.692307692,221,9.090909091
-2,25,0,-450,350,-10,222,
7,12,0,425,-600,1.666666667,225.5,9.090909091
4,25,0,-130,110,11,226,9.090909091
0,-9,0,145,-170,-10,227.5,9.090909091
4,6,0,110,-130,7.692307692,241.5,9.090909091
-3,-16,0,-130,110,7.692307692,226.5,
1,-7,0,-160,140,-10,218,
5,26,0,400,-550,1.818181818,227.5,
4,5,0,600,-900,1.111111111,212,9.090909091
5,-21,0,-180,150,-10,231.5,9.090909091
0,-17,0,-650,450,-10,237.5,
9,7,0,1100,-2500,0.4,222.5,9.090909091
10,21,0,-115,-105,9.523809524,221,
1,-2,0,150,-180,-10,230.5,
2,34,0,110,-130,7.692307692,212.5,9.090909091
5,12,0,230,-280,3.571428571,230.5,9.090909091
0,-17,0,-400,300,-10,222.5,9.090909091
8,10,0,110,-130,7.692307692,226,9.090909091
3,6,0,290,-380,2.631578947,228.5,
6,1,0,575,-850,1.176470588,219,
-1,2,0,-110,-110,-10,222,
5,29,0,300,-400,2.5,210.5,
3,13,0,250,-310,3.225806452,231,9.090909091
3,20,0,320,-420,2.380952381,222,
0,14,0,750,-1200,0.833333333,221,
9,6,0,700,-1100,0.909090909,225,9.090909091
7,7,0,325,-425,2.352941176,229,
-4,-15,0,-240,190,4.166666667,221,
4,-12,0,-440,340,-10,235.5,9.090909091
3,9,0,500,-700,1.428571429,229.5,9.090909091
7,26,0,800,-1400,0.714285714,216.5,9.090909091
6,-6,0,135,-155,-10,232,9.090909091
4,9,0,500,-700,1.428571429,231.5,
6,5,0,180,-220,4.545454545,215.5,
7,2,0,250,-310,3.225806452,215,
7,-2,0,160,-190,-10,232.5,
0,-22,0,105,-125,10.5,231.5,
3,5,0,125,-145,6.896551724,227,9.090909091
3,16,0,340,-440,2.272727273,221,9.090909091
10,7,0,105,-125,8,224,
0,3,0,-110,-110,-10,216,9.090909091
7,15,0,425,-600,1.666666667,227,9.090909091
5,3,0,210,-260,3.846153846,231,
0,18,0,135,-155,6.451612903,215,9.090909091
8,-5,0,210,-260,-10,231,
-1,1,0,-210,175,-10,219,
0,10,0,325,-425,-10,225,9.090909091
7,27,0,230,-280,3.571428571,233,9.090909091
6,-9,0,170,-200,-10,222.5,9.090909091
1,7,0,-260,210,21,214,
-1,-4,0,175,-210,17.5,230,
6,-9,0,190,-240,-10,210.5,9.090909091
2,-15,0,120,-140,-10,229,9.090909091
8,8,0,175,-210,4.761904762,213.5,
-1,6,0,-150,130,-10,225.5,
9,36,0,750,-1200,0.833333333,212,9.090909091
6,-21,0,-240,190,-10,228.5,9.090909091
3,-16,0,-425,325,-10,232.5,9.090909091
2,-4,0,100,-120,-10,223.5,9.090909091
7,6,0,185,-230,4.347826087,220,9.090909091
7,14,0,550,-800,1.25,236.5,9.090909091
-1,-10,0,-300,240,3.333333333,230.5,
4,-2,0,135,-155,-10,230.5,
-2,6,0,-180,150,-10,234.5,
-4,5,0,-260,210,-10,230,9.090909091
-4,1,0,-260,210,-10,217.5,
0,-21,0,-1400,800,0.714285714,211.5,9.090909091
2,-9,0,180,-220,-10,225,9.090909091
-1,23,0,400,-550,-10,226,9.090909091
4,3,0,145,-170,5.882352941,226,9.090909091
7,8,0,425,-600,1.666666667,217.5,9.090909091
4,-5,0,210,-260,-10,210.5,9.090909091
5,3,0,-330,260,26,228,
3,7,0,210,-260,3.846153846,222,
9,23,0,500,-700,1.428571429,220.5,
1,-20,0,-300,240,-10,218.5,9.090909091
6,16,0,350,-450,2.222222222,230.5,9.090909091
6,-5,0,-400,300,-10,228.5,9.090909091
0,-2,0,-300,240,3.333333333,228,9.090909091
7,6,0,220,-270,3.703703704,220,
2,-5,0,-140,120,-10,228.5,9.090909091
10,29,0,270,-340,2.941176471,220,
0,-18,0,-900,600,1.111111111,214.5,
5,4,0,500,-700,1.428571429,208.5,
2,-7,0,115,-135,-10,226.5,
4,2,0,-330,260,26,235.5,
-1,-31,0,-750,525,1.333333333,220.5,9.090909091
2,7,0,-180,150,15,222,9.090909091
7,-35,0,800,-1400,-10,225.5,9.090909091
-2,-13,0,-105,-115,9.523809524,216.5,9.090909091
7,5,0,190,-240,4.166666667,216.5,9.090909091
7,9,0,450,-650,1.538461538,230,9.090909091
7,-5,0,100,-120,-10,221.5,9.090909091
5,-19,0,-135,115,-10,220.5,
8,7,0,425,-600,1.666666667,220.5,
2,36,0,-125,105,10.5,212,
0,5,0,-110,-110,-10,232.5,9.090909091
12,22,0,900,-1600,0.625,224,
3,-23,0,-550,400,-10,230.5,9.090909091
0,-11,0,-450,350,2.222222222,222,
5,-1,0,600,-900,-10,220.5,9.090909091
-5,12,0,-350,275,-10,219.5,9.090909091
0,21,0,115,-135,-10,219.5,9.090909091
6,4,0,210,-260,3.846153846,225.5,9.090909091
6,33,0,900,-1600,0.625,217.5,
3,9,0,-190,160,16,220.5,9.090909091
-1,-10,0,-250,200,4,220,
0,-4,0,-130,110,7.692307692,225.5,
6,3,0,275,-350,2.857142857,211.5,
1,18,0,125,-145,6.896551724,232.5,9.090909091
2,-5,0,142,-165,-10,206,
6,14,0,125,-145,6.896551724,227,9.090909091
4,-11,0,-150,130,-10,231.5,
3,-10,0,-145,125,-10,240,
7,9,0,1000,-2000,0.5,222.5,9.090909091
-2,-20,0,-450,350,2.222222222,218,9.090909091
-8,-15,0,-600,425,1.666666667,219.5,9.090909091
7,8,0,240,-300,3.333333333,216.5,
-1,-3,0,-120,100,8.333333333,231,
2,15,0,1000,-2000,0.5,221,
5,17,0,135,-155,6.451612903,206.5,9.090909091
8,27,0,220,-270,3.703703704,218,
0,6,0,220,-270,3.703703704,208.5,
8,10,0,450,-650,1.538461538,232.5,
2,3,0,-265,215,21.5,239.5,9.090909091
-2,-25,0,-600,425,1.666666667,217,
5,13,0,255,-320,3.125,230.5,
7,6,0,650,-1000,1,218,
5,-20,0,-145,125,-10,232.5,9.090909091
7,2,0,240,-300,3.333333333,214.5,9.090909091
3,14,0,-125,105,10.5,225.5,
-1,1,0,-650,450,-10,230,9.090909091
5,-10,0,170,-200,-10,221,
2,4,0,850,-1500,0.666666667,226.5,
3,14,0,166,-195,5.128205128,221.5,
-4,-23,0,-540,410,1.851851852,215,9.090909091
2,9,0,172,-203,4.926108374,215,
4,11,0,394,-515,1.941747573,227.5,
3,-5,0,105,-125,-10,204.5,9.090909091
9,24,0,316,-399,2.506265664,228.5,
3,-9,0,-190,163,-10,230,9.090909091
1,-8,0,-300,245,-10,208.5,
4,-5,0,-130,110,-10,220,
1,1,0,-135,115,11.5,235,
3,-5,0,500,-700,-10,226.5,9.090909091
7,47,0,600,-900,1.111111111,229.5,9.090909091
9,17,0,425,-600,1.666666667,221,9.090909091
3,-28,0,135,-155,-10,235,9.090909091
5,-3,0,700,-1100,-10,224,9.090909091
1,-7,0,450,-650,-10,227,9.090909091
7,5,0,240,-300,3.333333333,212.5,9.090909091
0,-10,0,105,-125,-10,226.5,9.090909091
1,20,0,-220,180,18,220.5,9.090909091
3,9,0,190,-240,4.166666667,206,9.090909091
4,-10,0,-170,145,-10,223,9.090909091
2,8,0,142,-165,6.060606061,212.5,
4,9,0,110,-130,7.692307692,221.5,
7,12,0,225,-275,3.636363636,215.5,9.090909091
4,9,0,575,-850,1.176470588,218,
8,14,0,325,-425,2.352941176,220.5,
3,16,0,750,-1200,0.833333333,224,
2,-25,0,-250,200,-10,227,
2,6,0,550,-800,1.25,227,
5,8,0,-200,170,17,236.5,
2,-10,0,-130,110,-10,227.5,9.090909091
2,-2,0,125,-145,-10,223.5,9.090909091
5,28,0,170,-200,5,213,
4,-19,0,120,-140,-10,205.5,
3,-32,0,-145,125,-10,229,
-1,-10,0,-105,-115,9.523809524,212.5,9.090909091
5,-6,0,-190,160,-10,231,9.090909091
5,14,0,750,-1200,0.833333333,212.5,
0,-21,0,-650,450,1.538461538,220.5,9.090909091
10,27,0,525,-750,1.333333333,216,
8,-1,0,400,-550,-10,228,
-2,-18,0,-1400,800,0.714285714,227,
1,-6,0,-180,150,-10,231.5,9.090909091
8,13,0,400,-550,1.818181818,228.5,9.090909091
1,2,0,-270,220,22,223,9.090909091
6,-10,0,155,-185,-10,215,
4,9,0,200,-250,4,216,9.090909091
10,6,0,1200,-3000,0.333333333,225,
11,24,0,1600,-6000,0.166666667,220.5,9.090909091
0,-20,0,-110,-110,9.090909091,215,
3,-5,0,550,-800,-10,229.5,9.090909091
5,2,0,-160,140,14,216.5,9.090909091
6,13,0,200,-250,4,215.5,9.090909091
0,36,0,325,-425,2.352941176,226.5,
-2,7,0,-140,120,-10,232,
2,21,0,425,-600,1.666666667,224,
5,-17,0,-300,240,-10,227,
-2,-20,0,-650,450,1.538461538,226,9.090909091
7,-5,0,140,-160,-10,233,
7,-8,0,145,-170,-10,216,9.090909091
0,-22,0,-425,325,2.352941176,219,9.090909091
2,-13,0,225,-275,-10,214.5,
7,27,0,650,-1000,1,235.5,9.090909091
9,36,0,1800,-8000,0.125,222.5,9.090909091
0,-12,0,120,-140,12,218,9.090909091
2,4,0,-1100,700,70,216.5,9.090909091
-1,-2,0,-110,-110,9.090909091,210.5,9.090909091
7,8,0,650,-1000,1,235,9.090909091
1,-6,0,-300,240,-10,230,
-1,3,0,-180,150,-10,226,9.090909091
7,7,0,350,-450,2.222222222,217.5,9.090909091
2,-4,0,550,-800,-10,235,
7,8,0,200,-250,4,214.5,9.090909091
2,-10,0,110,-130,-10,215,9.090909091
0,-27,0,-450,350,2.222222222,220.5,
4,11,0,300,-400,2.5,223,
5,7,0,750,-1200,0.833333333,209.5,
2,-3,0,-500,375,-10,224.5,9.090909091
0,23,0,220,-270,-10,220,
1,-20,0,-350,275,-10,229,9.090909091
0,-9,0,-500,375,2,235,9.090909091
2,1,0,-150,130,13,228,9.090909091
5,10,0,110,-130,7.692307692,214.5,9.090909091
4,-6,0,170,-200,-10,224.5,9.090909091
8,-1,0,180,-220,-10,225,
6,19,0,170,-200,5,218,
5,-8,0,150,-180,-10,219,
4,4,0,700,-1100,0.909090909,218.5,
5,6,0,280,-360,2.777777778,225,9.090909091
-7,15,0,-210,175,-10,219,9.090909091
5,-11,0,-200,170,-10,230,9.090909091
1,-26,0,-420,320,-10,208,
8,16,0,200,-250,4,223,9.090909091
4,5,0,130,-150,6.666666667,229,9.090909091
4,11,0,900,-1600,0.625,218,
